Order,Family,genus,species,Species,Diploid number,Fundamental number,Sex chromosome,Ploidy,Max Bs,Microchromosomes,Notes,Original listing,Citation
Anura,Eleutherodactylidae,Eleutherodactylus,klinikowskii,Eleutherodactylus klinikowskii,32,38,,,,,,,"Schmid M., J.P. Bogart, S.B. Hedges. 2010. Cytogenetics and Genome Research 130-131:1-568"
Anura,Eleutherodactylidae,Eleutherodactylus,leprus,Eleutherodactylus leprus,26,36,,,,,,Syrrhophus leprus,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Eleutherodactylidae,Eleutherodactylus,limbatus,Eleutherodactylus limbatus,32,36,,,,,,Sminthillus limbatus,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Eleutherodactylidae,Eleutherodactylus,locustus,Eleutherodactylus locustus,26,48,,,,,,,"Schmid M., J.P. Bogart, S.B. Hedges. 2010. Cytogenetics and Genome Research 130-131:1-568"
Anura,Eleutherodactylidae,Eleutherodactylus,luteolus,Eleutherodactylus luteolus,28,30,,,,,,,"Schmid M., J.P. Bogart, S.B. Hedges. 2010. Cytogenetics and Genome Research 130-131:1-568"
Anura,Eleutherodactylidae,Eleutherodactylus,mariposa,Eleutherodactylus mariposa,22,,,,,,,,"Hedges, S.B., Estrada, A.R. and Thomas, R., 1992. Three new species of Eleutherodactylus from eastern Cuba, with notes on vocalizations of other species (Anura: Leptodactylidae). Herpetological Monographs, pp.68-83."
Anura,Eleutherodactylidae,Eleutherodactylus,marnockii,Eleutherodactylus marnockii,26,,,,,,,,"Schmid M., J.P. Bogart, S.B. Hedges. 2010. Cytogenetics and Genome Research 130-131:1-568"
Anura,Eleutherodactylidae,Eleutherodactylus,marnockii,Eleutherodactylus marnockii,30,36,,,,,,Syrrhophus marnocki,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Eleutherodactylidae,Eleutherodactylus,martinicensis,Eleutherodactylus martinicensis,28,34,,,,,,,"Schmid M., J.P. Bogart, S.B. Hedges. 2010. Cytogenetics and Genome Research 130-131:1-568"
Anura,Eleutherodactylidae,Eleutherodactylus,nitidus,Eleutherodactylus nitidus,22,,,,,,,Tomodactylus nitidus nitidus,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Eleutherodactylidae,Eleutherodactylus,nortoni,Eleutherodactylus nortoni,30,,,,,,,,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).?Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,?12, 27-38."
Anura,Eleutherodactylidae,Eleutherodactylus,nubicola,Eleutherodactylus nubicola,32,36,,,,,,,"Schmid M., J.P. Bogart, S.B. Hedges. 2010. Cytogenetics and Genome Research 130-131:1-568"
Anura,Eleutherodactylidae,Eleutherodactylus,orcutti,Eleutherodactylus orcutti,32,36,,,,,,,"Schmid M., J.P. Bogart, S.B. Hedges. 2010. Cytogenetics and Genome Research 130-131:1-568"
Anura,Eleutherodactylidae,Eleutherodactylus,pantoni,Eleutherodactylus pantoni,26,36,,,,,,,"Schmid M., J.P. Bogart, S.B. Hedges. 2010. Cytogenetics and Genome Research 130-131:1-568"
Anura,Eleutherodactylidae,Eleutherodactylus,patriciae,Eleutherodactylus patriciae,22,34,,,,,,,"Schmid M., J.P. Bogart, S.B. Hedges. 2010. Cytogenetics and Genome Research 130-131:1-568"
Anura,Eleutherodactylidae,Eleutherodactylus,pentasyringos,Eleutherodactylus pentasyringos,28,36,,,,,,,"Schmid M., J.P. Bogart, S.B. Hedges. 2010. Cytogenetics and Genome Research 130-131:1-568"
Anura,Eleutherodactylidae,Eleutherodactylus,planirostris,Eleutherodactylus planirostris,32,36,,,,,,,"Schmid M., J.P. Bogart, S.B. Hedges. 2010. Cytogenetics and Genome Research 130-131:1-568"
Anura,Eleutherodactylidae,Eleutherodactylus,planirostris,Eleutherodactylus planirostris,32,38,,,,,,,"Schmid M., J.P. Bogart, S.B. Hedges. 2010. Cytogenetics and Genome Research 130-131:1-568"
Anura,Eleutherodactylidae,Eleutherodactylus,planirostris goinii,Eleutherodactylus planirostris goinii,32,,,,,,,,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).?Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,?12, 27-38."
Anura,Eleutherodactylidae,Eleutherodactylus,planirostris planirostris,Eleutherodactylus planirostris planirostris,32,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Eleutherodactylidae,Eleutherodactylus,portoricensis,Eleutherodactylus portoricensis,26,42,,,,,,,"Schmid M., J.P. Bogart, S.B. Hedges. 2010. Cytogenetics and Genome Research 130-131:1-568"
Anura,Eleutherodactylidae,Eleutherodactylus,portoricensis,Eleutherodactylus portoricensis,26,52,,,,,,,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).?Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,?12, 27-38."
Anura,Eleutherodactylidae,Eleutherodactylus,richmondi,Eleutherodactylus richmondi,30,48,,,,,,,"Schmid M., J.P. Bogart, S.B. Hedges. 2010. Cytogenetics and Genome Research 130-131:1-568"
Anura,Eleutherodactylidae,Eleutherodactylus,riparius,Eleutherodactylus riparius,32,36,,,,,,,"Schmid M., J.P. Bogart, S.B. Hedges. 2010. Cytogenetics and Genome Research 130-131:1-568"
Anura,Eleutherodactylidae,Eleutherodactylus,sisyphodemus,Eleutherodactylus sisyphodemus,32,46,,,,,,,"Schmid M., J.P. Bogart, S.B. Hedges. 2010. Cytogenetics and Genome Research 130-131:1-568"
Anura,Eleutherodactylidae,Eleutherodactylus,sp 1,Eleutherodactylus sp 1,26,,,,,,,,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).?Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,?12, 27-38."
Anura,Eleutherodactylidae,Eleutherodactylus,sp 2,Eleutherodactylus sp 2,22,40,,,,,,,"Campos, J. R. C., and Kasahara, S. (2006). Os cromossomos dos anfibios anuros do genero Eleutherodactylus (Anura: Leptodactylidae: Eleutherodactylinae).?Publicatio UEPG: Ciencias Biologicas e da Saude, Ponta Grossa,?12, 27-38."
Anura,Eleutherodactylidae,Eleutherodactylus,unicolor,Eleutherodactylus unicolor,30,36,,,,,,,"Schmid M., J.P. Bogart, S.B. Hedges. 2010. Cytogenetics and Genome Research 130-131:1-568"
Anura,Eleutherodactylidae,Eleutherodactylus,varians,Eleutherodactylus varians,34,36,,,,,,,"Schmid M., J.P. Bogart, S.B. Hedges. 2010. Cytogenetics and Genome Research 130-131:1-568"
Anura,Eleutherodactylidae,Eleutherodactylus,varians,Eleutherodactylus varians,18,36,,,,,,,"Schmid M., J.P. Bogart, S.B. Hedges. 2010. Cytogenetics and Genome Research 130-131:1-568"
Anura,Eleutherodactylidae,Eleutherodactylus,varleyi,Eleutherodactylus varleyi,32,,,,,,,,"D?az, L. M., Hedges, S. B., and Schmid, M. (2012). A new cryptic species of the genus Eleutherodactylus (Amphibia: Anura: Eleutherodactylidae) from Cuba.?Zootaxa,?3220(1), 44-60."
Anura,Eleutherodactylidae,Eleutherodactylus,wightmanae,Eleutherodactylus wightmanae,26,50,,,,,,,"Schmid M., J.P. Bogart, S.B. Hedges. 2010. Cytogenetics and Genome Research 130-131:1-568"
Anura,Eleutherodactylidae,Eleutherodactylus,zugi,Eleutherodactylus zugi,32,38,,,,,,,"Schmid M., J.P. Bogart, S.B. Hedges. 2010. Cytogenetics and Genome Research 130-131:1-568"
Anura,Eleutherodactylidae,Eleutherodactylus,zugi,Eleutherodactylus zugi,30,36,,,,,,,"Schmid M., J.P. Bogart, S.B. Hedges. 2010. Cytogenetics and Genome Research 130-131:1-568"
Anura,Formicidae,Rugosa,rugosa,Rugosa rugosa,39,,,3,,,produced experimentally,Glandirana rugosa,"Schmid, M., Evans, B. J., and Bogart, J. P. (2015). Polyploidy in amphibia.?Cytogenetic and genome research,?145(3-4), 315-330."
Anura,Formicidae,Rugosa,rugosa,Rugosa rugosa,26,52,,,,,,Rana rugosa,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Heleophrynidae,Heleophryne,purcelli,Heleophryne purcelli,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hemiphractidae,Cryptobatrachus,boulengeri,Cryptobatrachus boulengeri,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hemiphractidae,Flectonotus,fitzgeraldi,Flectonotus fitzgeraldi,28,28,,,,,,,"Schmid, M., Steinlein, C., Bogart, J.P., Feichtinger, W., Haaf, T., Nanda, I., Del Pino, E.M., Duellman, W.E. and Hedges, S.B., 2012. The hemiphractid frogs. Phylogeny, embryology, life history, and cytogenetics. Cytogenetic and genome research, 138(2-4), pp.69-83."
Anura,Hemiphractidae,Flectonotus,pygmaeus,Flectonotus pygmaeus,28,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hemiphractidae,Flectonotus,pygmaeus,Flectonotus pygmaeus,28,28,,,,,,,"Schmid, M., Steinlein, C., Bogart, J.P., Feichtinger, W., Haaf, T., Nanda, I., Del Pino, E.M., Duellman, W.E. and Hedges, S.B., 2012. The hemiphractid frogs. Phylogeny, embryology, life history, and cytogenetics. Cytogenetic and genome research, 138(2-4), pp.69-83."
Anura,Hemiphractidae,Fritziana,fissilis,Fritziana fissilis,30,44,,,,,,Flectonotus fissilis,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hemiphractidae,Fritziana,goeldii,Fritziana goeldii,26,42,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hemiphractidae,Fritziana,ohausi,Fritziana ohausi,28,44,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hemiphractidae,Gastrotheca,andaquiensis,Gastrotheca andaquiensis,26,46,,,,,,,"Schmid, M., Steinlein, C., Bogart, J.P., Feichtinger, W., Haaf, T., Nanda, I., Del Pino, E.M., Duellman, W.E. and Hedges, S.B., 2012. The hemiphractid frogs. Phylogeny, embryology, life history, and cytogenetics. Cytogenetic and genome research, 138(2-4), pp.69-83."
Anura,Hemiphractidae,Gastrotheca,cornuta,Gastrotheca cornuta,28,,,,,,,Gastrotheca ceratophrys,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hemiphractidae,Gastrotheca,espeletia,Gastrotheca espeletia,26,36,,,9,,,,"Schmid, M., Ziegler, C.G., Steinlein, C., Nanda, I. and Haaf, T., 2002. Chromosome banding in Amphibia: XXIV. The B chromosomes of Gastrotheca espeletia (Anura, Hylidae). Cytogenetic and genome research, 97(3/4), p.205."
Anura,Hemiphractidae,Gastrotheca,fissipes,Gastrotheca fissipes,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hemiphractidae,Gastrotheca,gracilis,Gastrotheca gracilis,26,52,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hemiphractidae,Gastrotheca,griswoldi,Gastrotheca griswoldi,26,52,,,,,,,"Schmid, M., Steinlein, C., Bogart, J.P., Feichtinger, W., Haaf, T., Nanda, I., Del Pino, E.M., Duellman, W.E. and Hedges, S.B., 2012. The hemiphractid frogs. Phylogeny, embryology, life history, and cytogenetics. Cytogenetic and genome research, 138(2-4), pp.69-83."
Anura,Hemiphractidae,Gastrotheca,megacephala,Gastrotheca megacephala,26,52,,,,,,,"Schmid, M., Steinlein, C., Bogart, J.P., Feichtinger, W., Haaf, T., Nanda, I., Del Pino, E.M., Duellman, W.E. and Hedges, S.B., 2012. The hemiphractid frogs. Phylogeny, embryology, life history, and cytogenetics. Cytogenetic and genome research, 138(2-4), pp.69-83."
Anura,Hemiphractidae,Gastrotheca,microdiscus,Gastrotheca microdiscus,24,,,,,,,,"Gregory, T. R. (2001). Animal genome size database."
Anura,Hemiphractidae,Gastrotheca,monticola,Gastrotheca monticola,26,52,,,,,,,"Schmid, M., Steinlein, C., Bogart, J.P., Feichtinger, W., Haaf, T., Nanda, I., Del Pino, E.M., Duellman, W.E. and Hedges, S.B., 2012. The hemiphractid frogs. Phylogeny, embryology, life history, and cytogenetics. Cytogenetic and genome research, 138(2-4), pp.69-83."
Anura,Hemiphractidae,Gastrotheca,nicefori,Gastrotheca nicefori,26,50,,,,,,,"Schmid, M., Steinlein, C., Bogart, J.P., Feichtinger, W., Haaf, T., Nanda, I., Del Pino, E.M., Duellman, W.E. and Hedges, S.B., 2012. The hemiphractid frogs. Phylogeny, embryology, life history, and cytogenetics. Cytogenetic and genome research, 138(2-4), pp.69-83."
Anura,Hemiphractidae,Gastrotheca,ovifera,Gastrotheca ovifera,26,52,XY,,,,,,"Schmid, M., Feichtinger, W., Steinlein, C. and Nanda, I., 2002. Chromosome banding in Amphibia: XXII. Atypical Y chromosomes in Gastrotheca walkeri and Gastrotheca ovifera (Anura, Hylidae).?Cytogenetic and genome research,?96(1-4), p.228."
Anura,Hemiphractidae,Gastrotheca,peruana,Gastrotheca peruana,26,50,,,,,,,"Schmid, M., Steinlein, C., Bogart, J.P., Feichtinger, W., Haaf, T., Nanda, I., Del Pino, E.M., Duellman, W.E. and Hedges, S.B., 2012. The hemiphractid frogs. Phylogeny, embryology, life history, and cytogenetics. Cytogenetic and genome research, 138(2-4), pp.69-83."
Anura,Hemiphractidae,Gastrotheca,pseustes,Gastrotheca pseustes,26,52,XY,,,,,,"Schmid, M., Steinlein, C., Friedl, R., De Almeida, C.G., Haaf, T., Hillis, D.M. and Duellman, W.E., 1990. Chromosome banding in Amphibia. XV. Two types of Y chromosomes and heterochromatin hypervariabilty inGastrotheca pseustes (Anura, Hylidae). Chromosoma, 99(6), pp.413-423."
Anura,Hemiphractidae,Gastrotheca,riobambae,Gastrotheca riobambae,26,38,XY,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hemiphractidae,Gastrotheca,sp A,Gastrotheca sp A,26,52,,,,,,,"Schmid, M., Steinlein, C., Bogart, J.P., Feichtinger, W., Haaf, T., Nanda, I., Del Pino, E.M., Duellman, W.E. and Hedges, S.B., 2012. The hemiphractid frogs. Phylogeny, embryology, life history, and cytogenetics. Cytogenetic and genome research, 138(2-4), pp.69-83."
Anura,Hemiphractidae,Gastrotheca,sp B,Gastrotheca sp B,26,52,,,,,,,"Schmid, M., Steinlein, C., Bogart, J.P., Feichtinger, W., Haaf, T., Nanda, I., Del Pino, E.M., Duellman, W.E. and Hedges, S.B., 2012. The hemiphractid frogs. Phylogeny, embryology, life history, and cytogenetics. Cytogenetic and genome research, 138(2-4), pp.69-83."
Anura,Hemiphractidae,Gastrotheca,sp C,Gastrotheca sp C,26,52,,,,,,,"Schmid, M., Steinlein, C., Bogart, J.P., Feichtinger, W., Haaf, T., Nanda, I., Del Pino, E.M., Duellman, W.E. and Hedges, S.B., 2012. The hemiphractid frogs. Phylogeny, embryology, life history, and cytogenetics. Cytogenetic and genome research, 138(2-4), pp.69-83."
Anura,Hemiphractidae,Gastrotheca,walkeri,Gastrotheca walkeri,26,48,XY,,,,,,"Schmid, M., Feichtinger, W., Steinlein, C. and Nanda, I., 2002. Chromosome banding in Amphibia: XXII. Atypical Y chromosomes in Gastrotheca walkeri and Gastrotheca ovifera (Anura, Hylidae).?Cytogenetic and genome research,?96(1-4), p.228."
Anura,Hemiphractidae,Stefania,evansi,Stefania evansi,26,52,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hemisotidae,Hemisus,marmoratus,Hemisus marmoratus,24,46,,,,,,Hemisus marmoratum,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hemisotidae,Hemisus,sp,Hemisus sp,24,48,,,,,,,"Bogart, J. P., and Tandy, M. (1981). Chromosome lineages in African ranoid frogs: Pubblicazionio del centro di studio per la faunistica ed ecologia tropicali del cnr: CCVIII. Monitore Zoologico Italiano. Supplemento, 15(1), 55-91."
Anura,Hylidae,Acris,crepitans,Acris crepitans,22,44,,,5,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Acris,crepitans blanchardi,Acris crepitans blanchardi,22,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Acris,gryllus,Acris gryllus,22,44,,,,,,,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Agalychnis,annae,Agalychnis annae,26,,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Agalychnis,callidryas,Agalychnis callidryas,26,,,,,,,Phyllomedusa helenae,"King, M. 1990. Animal Cytogenetics Vol. 4, Chordata 2: Amphibia. Gerbruder Borntraeger"
Anura,Hylidae,Anotheca,spinosa,Anotheca spinosa,24,48,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Aparasphenodon,bokermanni,Aparasphenodon bokermanni,24,48,,,,,,,"Gruber, S.L., Haddad, C.F.B. and Kasahara, S., 2012. Karyotype analysis of seven species of the tribe Lophiohylini (Hylinae, Hylidae, Anura), with conventional and molecular cytogenetic techniques. Comparative cytogenetics, 6(4), p.409."
Anura,Hylidae,Aparasphenodon,brunoi,Aparasphenodon brunoi,24,48,,,,,,,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Aplastodiscus,albofrenatus,Aplastodiscus albofrenatus,22,,,,,,,Hyla albofrenata,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Aplastodiscus,albofrenatus,Aplastodiscus albofrenatus,24,,,,,,,Hyla albofrenata,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Aplastodiscus,albofrenatus,Aplastodiscus albofrenatus,22,44,,,,,,,"Carvalho, K.A., Garcia, P.C.A. and Recco-Pimentel, S.M., 2009. NOR dispersion, telomeric sequence detection in centromeric regions and meiotic multivalent configurations in species of the Aplastodiscus albofrenatus group (Anura, Hylidae). Cytogenetic and Genome Research, 126(4), pp.359-367."
Anura,Hylidae,Aplastodiscus,albosignatus,Aplastodiscus albosignatus,18,36,,,,,,Hyla albosignata,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Aplastodiscus,albosignatus,Aplastodiscus albosignatus,20,40,,,,,,Hyla albosignata,"Kuramoto, M. 1990. A list of chromosome numbers of anuran amphibians. Bulletin of Fukuoka University of Education, 39(3), pp.83-127."
Anura,Hylidae,Aplastodiscus,albosignatus,Aplastodiscus albosignatus,20,40,,,,,,,"Carvalho, K.A., Garcia, P.C.A. and Recco-Pimentel, S.M., 2009. Cytogenetic comparison of tree frogs of the genus Aplastodiscus and the Hypsiboas faber group (Anura, Hylidae). Genetics and Molecular Research, 8(4), pp.1498-1508."
Anura,Hylidae,Aplastodiscus,arildae,Aplastodiscus arildae,22,44,,,,,,,"Gruber, S.L., Zina, J., Narimatsu, H., Haddad, C.F.B. and Kasahara, S., 2012. Comparative karyotype analysis and chromosome evolution in the genus Aplastodiscus (Cophomantini, Hylinae, Hylidae). BMC genetics, 13(1), p.28."
Anura,Hylidae,Aplastodiscus,callipygius,Aplastodiscus callipygius,20,40,,,,,,,"Gruber, S.L., Zina, J., Narimatsu, H., Haddad, C.F.B. and Kasahara, S., 2012. Comparative karyotype analysis and chromosome evolution in the genus Aplastodiscus (Cophomantini, Hylinae, Hylidae). BMC genetics, 13(1), p.28."
Anura,Hylidae,Aplastodiscus,cochranae,Aplastodiscus cochranae,24,48,,,,,,,"Carvalho, K.A., Garcia, P.C.A. and Recco-Pimentel, S.M., 2009. Cytogenetic comparison of tree frogs of the genus Aplastodiscus and the Hypsiboas faber group (Anura, Hylidae). Genetics and Molecular Research, 8(4), pp.1498-1508."
Anura,Hylidae,Aplastodiscus,ehrhardti,Aplastodiscus ehrhardti,22,44,,,,,,,"Carvalho, K.A., Garcia, P.C.A. and Recco-Pimentel, S.M., 2009. NOR dispersion, telomeric sequence detection in centromeric regions and meiotic multivalent configurations in species of the Aplastodiscus albofrenatus group (Anura, Hylidae). Cytogenetic and Genome Research, 126(4), pp.359-367."
